customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,TechSupport,StreamingTV,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST02363,Female,0,No,No,41,Yes,Yes,DSL,No,No,No,One year,No,Electronic check,50.74,2083.62,No
CUST02364,Female,0,No,No,11,Yes,Yes,DSL,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),63.5,743.3,Yes
CUST02365,Male,0,Yes,Yes,10,No,No phone service,No,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.0,186.19,No
CUST02366,Female,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.18,58.42,Yes
CUST02367,Male,0,Yes,No,6,Yes,No,Fiber optic,Yes,Yes,No,Month-to-month,Yes,Electronic check,86.71,499.85,Yes
CUST02368,Male,0,No,Yes,8,Yes,No,Fiber optic,No,No,No,Month-to-month,Yes,Electronic check,70.48,554.6,Yes
CUST02369,Female,0,Yes,No,7,Yes,Yes,Fiber optic,Yes,No,No,Month-to-month,Yes,Electronic check,85.57,603.71,Yes
CUST02370,Female,0,Yes,Yes,9,Yes,No,Fiber optic,No,No,No,Month-to-month,No,Bank transfer (automatic),70.7,654.52,Yes
CUST02371,Female,0,No,No,0,Yes,Yes,Fiber optic,No,No,No,Month-to-month,Yes,Credit card (automatic),78.86,0.0,Yes
CUST02372,Female,0,Yes,No,3,Yes,Yes,DSL,Yes,No,Yes,One year,Yes,Mailed check,71.47,214.47,Yes
CUST02373,Female,0,Yes,No,4,Yes,Yes,Fiber optic,Yes,No,No,One year,No,Bank transfer (automatic),73.23,318.49,No
CUST02374,Female,0,No,No,2,No,No phone service,DSL,Yes,No,No,One year,Yes,Credit card (automatic),46.17,97.58,No
CUST02375,Female,0,Yes,No,1,Yes,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Mailed check,95.25,122.37,Yes
CUST02376,Male,0,Yes,Yes,1,Yes,No,DSL,No,Yes,No,Month-to-month,No,Electronic check,57.18,27.02,No
CUST02377,Female,0,Yes,No,3,Yes,No,Fiber optic,Yes,No,Yes,Month-to-month,No,Credit card (automatic),75.96,223.35,Yes
CUST02378,Male,0,No,No,5,Yes,No,Fiber optic,Yes,No,No,Month-to-month,Yes,Credit card (automatic),82.81,416.46,Yes
CUST02379,Female,0,No,Yes,0,Yes,No,Fiber optic,Yes,No,No,Month-to-month,No,Electronic check,62.14,11.06,No
CUST02380,Female,0,Yes,No,23,Yes,Yes,Fiber optic,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),84.13,1917.96,Yes
CUST02381,Male,0,No,Yes,11,Yes,Yes,No,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),27.09,306.31,No
CUST02382,Female,0,Yes,No,10,No,No phone service,DSL,No,No,No,Month-to-month,No,Bank transfer (automatic),41.33,423.18,No
CUST02383,Female,0,No,No,1,Yes,No,Fiber optic,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),76.64,75.17,Yes
CUST02384,Male,0,Yes,No,7,Yes,No,Fiber optic,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),71.83,512.21,Yes
CUST02385,Female,1,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.98,120.21,No
CUST02386,Female,0,No,No,32,Yes,Yes,Fiber optic,Yes,No,Yes,One year,No,Credit card (automatic),98.93,3152.59,No
CUST02387,Female,0,No,Yes,11,Yes,Yes,DSL,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,73.12,801.16,Yes
CUST02388,Male,0,Yes,No,6,Yes,No,DSL,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),60.17,336.04,Yes
CUST02389,Female,0,Yes,No,15,No,No phone service,DSL,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),56.39,815.93,Yes
CUST02390,Female,0,No,No,1,Yes,Yes,Fiber optic,Yes,Yes,No,Month-to-month,No,Credit card (automatic),87.15,92.24,Yes
CUST02391,Female,0,Yes,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.64,0.0,No
CUST02392,Female,0,No,Yes,9,Yes,No,DSL,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),53.61,477.65,No
CUST02393,Male,0,No,No,0,Yes,No,DSL,Yes,No,Yes,One year,Yes,Mailed check,55.24,8.27,No
CUST02394,Male,0,No,Yes,0,Yes,No,DSL,No,No,No,One year,Yes,Bank transfer (automatic),47.44,0.33,No
CUST02395,Female,0,Yes,Yes,10,Yes,Yes,DSL,Yes,No,No,Month-to-month,No,Bank transfer (automatic),52.47,568.41,No
CUST02396,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.0,44.54,No
CUST02397,Male,0,No,Yes,7,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,27.98,190.49,Yes
CUST02398,Male,0,No,Yes,19,Yes,Yes,DSL,No,Yes,Yes,Month-to-month,Yes,Mailed check,63.73,1223.03,Yes
CUST02399,Female,1,Yes,No,3,Yes,Yes,DSL,No,No,No,Month-to-month,Yes,Mailed check,47.5,116.26,No
CUST02400,Male,0,Yes,Yes,1,No,No phone service,No,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.0,38.0,No
CUST02401,Female,0,Yes,Yes,0,Yes,Yes,DSL,Yes,Yes,No,One year,Yes,Bank transfer (automatic),57.5,0.0,No
CUST02402,Male,0,Yes,Yes,1,Yes,Yes,Fiber optic,Yes,Yes,No,Month-to-month,No,Credit card (automatic),90.07,112.2,Yes
CUST02403,Male,0,No,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),22.09,8.01,No
CUST02404,Male,1,No,No,0,Yes,Yes,Fiber optic,No,No,No,Month-to-month,No,Mailed check,72.22,12.51,Yes
CUST02405,Male,0,Yes,No,4,Yes,Yes,DSL,Yes,No,No,One year,Yes,Bank transfer (automatic),52.42,198.6,No
CUST02406,Female,1,No,No,3,Yes,No,DSL,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),52.26,133.89,Yes
CUST02407,Male,0,Yes,No,9,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.03,139.02,Yes
CUST02408,Male,0,Yes,Yes,16,Yes,No,DSL,Yes,No,Yes,Month-to-month,Yes,Electronic check,58.61,903.45,No
CUST02409,Female,0,Yes,Yes,12,Yes,No,Fiber optic,No,No,Yes,Month-to-month,No,Bank transfer (automatic),73.61,875.65,No
CUST02410,Male,1,Yes,Yes,6,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,Yes,Electronic check,91.94,539.89,Yes
CUST02411,Male,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,23.12,20.24,No
CUST02412,Female,0,Yes,No,9,Yes,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,Mailed check,83.84,733.89,Yes
CUST02413,Male,0,No,No,3,No,No phone service,DSL,Yes,No,No,Month-to-month,Yes,Credit card (automatic),50.43,195.17,Yes
CUST02414,Female,0,Yes,No,0,Yes,Yes,Fiber optic,Yes,No,Yes,One year,Yes,Bank transfer (automatic),82.04,0.0,No
CUST02415,Female,1,No,Yes,14,Yes,No,DSL,Yes,No,Yes,Month-to-month,No,Credit card (automatic),52.0,709.85,No
CUST02416,Female,0,Yes,No,3,Yes,No,DSL,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),61.61,155.23,No
CUST02417,Female,0,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),28.18,28.37,No
CUST02418,Male,0,Yes,No,16,Yes,No,DSL,No,No,Yes,Month-to-month,No,Credit card (automatic),41.92,664.28,No
CUST02419,Female,0,Yes,No,18,Yes,No,DSL,Yes,Yes,No,One year,Yes,Electronic check,57.35,1030.14,No
CUST02420,Male,1,Yes,No,3,Yes,Yes,DSL,Yes,Yes,No,One year,Yes,Credit card (automatic),67.91,211.87,No
CUST02421,Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,One year,No,Electronic check,74.29,242.52,Yes
CUST02422,Male,0,No,No,6,Yes,No,Fiber optic,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),90.6,520.2,No
CUST02423,Male,1,No,No,10,Yes,No,Fiber optic,Yes,No,Yes,Two year,No,Credit card (automatic),86.84,868.79,Yes
CUST02424,Male,0,No,No,0,Yes,No,Fiber optic,Yes,No,No,Month-to-month,Yes,Electronic check,77.25,17.11,Yes
CUST02425,Male,0,Yes,Yes,7,Yes,No,Fiber optic,No,No,No,Month-to-month,No,Credit card (automatic),68.78,459.58,Yes
CUST02426,Male,0,Yes,No,24,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,Yes,Credit card (automatic),81.46,2010.33,Yes
CUST02427,Male,0,No,No,2,Yes,Yes,DSL,No,No,No,One year,Yes,Credit card (automatic),48.76,144.34,No
CUST02428,Male,0,No,Yes,19,Yes,Yes,Fiber optic,Yes,No,No,One year,Yes,Credit card (automatic),82.48,1565.62,Yes
CUST02429,Male,1,No,No,23,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,Yes,Electronic check,82.26,1869.85,Yes
CUST02430,Female,0,No,Yes,2,Yes,No,DSL,Yes,No,Yes,One year,No,Mailed check,55.83,92.1,No
CUST02431,Female,0,Yes,No,11,Yes,Yes,DSL,No,No,No,One year,Yes,Bank transfer (automatic),41.26,458.53,No
CUST02432,Female,1,Yes,No,2,Yes,No,Fiber optic,No,No,No,One year,Yes,Electronic check,69.03,150.85,No
CUST02433,Male,0,Yes,No,10,Yes,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,Credit card (automatic),78.91,752.26,Yes
CUST02434,Female,0,Yes,Yes,12,Yes,Yes,Fiber optic,No,No,No,Month-to-month,No,Electronic check,70.4,825.88,No
CUST02435,Female,0,Yes,No,2,Yes,Yes,Fiber optic,Yes,No,Yes,One year,Yes,Bank transfer (automatic),85.55,173.94,Yes
CUST02436,Female,1,Yes,No,10,Yes,No,Fiber optic,Yes,No,No,Month-to-month,Yes,Electronic check,79.13,763.21,Yes
CUST02437,Male,0,No,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.44,259.78,No
CUST02438,Male,0,No,No,3,Yes,No,Fiber optic,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),70.56,220.3,No
CUST02439,Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,Yes,One year,No,Bank transfer (automatic),87.53,84.29,No
CUST02440,Male,0,No,No,0,No,No phone service,DSL,No,No,No,Month-to-month,Yes,Electronic check,41.17,0.0,Yes
CUST02441,Female,0,Yes,Yes,6,Yes,No,DSL,No,No,Yes,One year,Yes,Electronic check,47.36,285.9,No
CUST02442,Female,1,Yes,Yes,30,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,30.04,911.34,No
CUST02443,Female,0,No,No,13,Yes,No,DSL,Yes,No,Yes,One year,Yes,Credit card (automatic),57.35,727.13,No
CUST02444,Female,0,Yes,Yes,4,Yes,No,DSL,Yes,Yes,No,Month-to-month,No,Electronic check,55.33,228.21,Yes
CUST02445,Male,1,Yes,No,6,Yes,No,Fiber optic,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),81.88,497.77,Yes
CUST02446,Male,0,Yes,Yes,2,Yes,No,DSL,Yes,Yes,No,Month-to-month,Yes,Mailed check,57.12,124.62,No
CUST02447,Male,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,Month-to-month,Yes,Credit card (automatic),73.43,78.69,Yes
CUST02448,Female,0,No,No,5,Yes,No,DSL,Yes,No,No,One year,No,Electronic check,49.39,249.55,No
CUST02449,Male,1,Yes,No,4,No,No phone service,Fiber optic,No,No,Yes,One year,No,Electronic check,70.51,278.92,No
CUST02450,Male,0,No,No,5,Yes,Yes,Fiber optic,Yes,No,No,One year,No,Electronic check,82.49,406.47,Yes
CUST02451,Female,0,No,Yes,24,Yes,Yes,Fiber optic,No,No,No,One year,No,Credit card (automatic),74.3,1797.66,No
CUST02452,Female,0,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,Month-to-month,Yes,Credit card (automatic),80.29,560.12,Yes
CUST02453,Male,0,Yes,No,7,Yes,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),84.52,602.34,Yes
CUST02454,Male,0,Yes,No,1,No,No phone service,Fiber optic,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),81.43,91.82,No
CUST02455,Male,0,Yes,No,45,Yes,No,Fiber optic,No,No,No,Two year,No,Electronic check,62.59,2797.75,No
CUST02456,Male,0,No,No,11,Yes,No,DSL,No,No,Yes,One year,No,Electronic check,56.92,619.75,No
CUST02457,Male,0,No,No,16,Yes,No,DSL,No,No,No,Month-to-month,Yes,Credit card (automatic),51.13,817.02,Yes
CUST02458,Male,0,No,No,4,Yes,Yes,DSL,No,No,No,Month-to-month,Yes,Bank transfer (automatic),48.56,196.04,Yes
CUST02459,Female,0,Yes,No,5,Yes,Yes,DSL,No,No,Yes,Month-to-month,No,Mailed check,58.03,298.74,No
CUST02460,Female,0,No,No,5,Yes,No,DSL,No,No,No,Month-to-month,Yes,Bank transfer (automatic),40.95,208.32,No
CUST02461,Female,0,No,No,1,Yes,No,DSL,Yes,Yes,No,Month-to-month,Yes,Electronic check,51.43,52.27,Yes
CUST02462,Male,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),23.47,202.53,Yes
CUST02463,Female,0,No,Yes,18,Yes,Yes,Fiber optic,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),91.48,1667.78,No
CUST02464,Male,0,No,No,1,Yes,No,DSL,Yes,No,No,Month-to-month,Yes,Mailed check,52.38,59.33,Yes
CUST02465,Male,0,No,No,0,No,No phone service,Fiber optic,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,87.92,0.0,Yes
CUST02466,Female,1,No,No,10,Yes,No,Fiber optic,Yes,No,No,Month-to-month,Yes,Credit card (automatic),78.75,779.71,Yes
CUST02467,Male,0,Yes,No,2,Yes,Yes,Fiber optic,Yes,No,No,Month-to-month,No,Electronic check,79.04,163.68,No
CUST02468,Male,1,No,No,7,Yes,No,Fiber optic,No,Yes,No,Month-to-month,No,Electronic check,80.43,563.6,Yes
CUST02469,Female,0,Yes,No,9,Yes,Yes,DSL,No,Yes,Yes,Month-to-month,No,Electronic check,73.38,629.94,Yes
CUST02470,Female,0,Yes,No,3,Yes,Yes,Fiber optic,Yes,No,No,Two year,No,Electronic check,72.5,197.69,No
CUST02471,Female,1,No,No,13,Yes,No,Fiber optic,No,Yes,No,Month-to-month,No,Mailed check,74.54,995.11,No
CUST02472,Male,0,No,Yes,6,Yes,No,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),82.54,502.65,Yes
CUST02473,Female,0,Yes,Yes,16,Yes,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),85.42,1353.93,No
CUST02474,Female,0,Yes,Yes,11,Yes,No,Fiber optic,No,No,Yes,One year,Yes,Bank transfer (automatic),80.04,872.98,Yes
CUST02475,Male,0,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,Month-to-month,Yes,Bank transfer (automatic),81.6,1288.36,Yes
CUST02476,Female,0,No,No,0,Yes,No,Fiber optic,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),70.13,0.0,No
CUST02477,Female,0,No,Yes,2,Yes,No,DSL,Yes,Yes,No,One year,No,Credit card (automatic),44.75,109.99,No
CUST02478,Female,0,No,No,0,Yes,Yes,Fiber optic,Yes,No,No,Month-to-month,No,Bank transfer (automatic),89.29,0.0,Yes
CUST02479,Male,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.8,91.86,No
CUST02480,Male,1,Yes,Yes,17,Yes,Yes,Fiber optic,Yes,Yes,Yes,One year,No,Electronic check,94.45,1638.2,No
CUST02481,Male,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,82.1,Yes
CUST02482,Male,0,Yes,No,15,Yes,Yes,DSL,No,Yes,No,Month-to-month,Yes,Credit card (automatic),56.22,817.4,No
CUST02483,Female,0,No,No,3,Yes,No,DSL,No,Yes,No,Month-to-month,Yes,Mailed check,56.84,179.18,No
CUST02484,Male,0,No,No,3,Yes,No,Fiber optic,No,No,No,Month-to-month,No,Bank transfer (automatic),72.48,201.03,Yes
CUST02485,Male,0,No,No,18,Yes,No,DSL,No,Yes,No,One year,No,Credit card (automatic),50.96,917.29,No
CUST02486,Female,0,Yes,No,4,Yes,Yes,DSL,No,No,No,Month-to-month,Yes,Bank transfer (automatic),42.15,171.97,No
CUST02487,Female,0,Yes,No,12,Yes,Yes,Fiber optic,No,No,No,Month-to-month,No,Electronic check,79.71,993.66,No
CUST02488,Female,0,Yes,No,2,Yes,Yes,DSL,Yes,No,No,One year,Yes,Electronic check,56.05,118.56,No
CUST02489,Male,0,No,No,23,Yes,Yes,DSL,No,Yes,No,Month-to-month,Yes,Credit card (automatic),52.96,1208.94,No
CUST02490,Male,1,Yes,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),29.21,187.78,Yes
CUST02491,Male,0,Yes,No,11,No,No phone service,DSL,No,Yes,No,Month-to-month,No,Mailed check,45.76,519.66,Yes
CUST02492,Female,0,Yes,Yes,0,Yes,Yes,DSL,Yes,No,Yes,Month-to-month,Yes,Electronic check,66.8,24.1,No
CUST02493,Female,0,No,No,5,Yes,No,DSL,Yes,No,Yes,One year,Yes,Electronic check,64.08,301.94,No
CUST02494,Male,0,Yes,No,18,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.77,399.68,No
CUST02495,Female,1,No,No,16,Yes,Yes,Fiber optic,No,Yes,Yes,One year,Yes,Bank transfer (automatic),86.88,1435.8,Yes
CUST02496,Female,0,No,Yes,0,Yes,Yes,DSL,Yes,Yes,No,Month-to-month,Yes,Mailed check,58.14,25.37,Yes
CUST02497,Female,0,No,Yes,2,Yes,No,DSL,Yes,No,No,Month-to-month,No,Credit card (automatic),51.91,132.83,Yes
CUST02498,Male,0,Yes,No,4,Yes,Yes,Fiber optic,Yes,No,No,One year,Yes,Credit card (automatic),78.84,306.67,No
CUST02499,Female,0,Yes,Yes,1,Yes,No,DSL,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),69.83,103.62,Yes
CUST02500,Female,0,Yes,No,42,No,No phone service,No,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),18.0,746.48,No
CUST02501,Male,0,Yes,No,63,Yes,No,Fiber optic,Yes,Yes,No,One year,Yes,Credit card (automatic),79.35,4998.27,No
CUST02502,Male,1,Yes,No,72,Yes,Yes,DSL,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),62.36,4480.63,No
CUST02503,Female,0,No,Yes,36,No,No phone service,No,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.77,736.1,No
CUST02504,Female,1,Yes,Yes,72,Yes,Yes,DSL,No,No,No,Two year,Yes,Mailed check,48.2,3470.3,Yes
CUST02505,Male,0,No,Yes,53,Yes,Yes,DSL,No,Yes,No,Month-to-month,Yes,Electronic check,62.16,3271.4,No
CUST02506,Male,0,Yes,Yes,40,Yes,No,DSL,No,No,No,Month-to-month,Yes,Credit card (automatic),48.33,1919.46,Yes
CUST02507,Female,1,No,No,66,Yes,Yes,Fiber optic,Yes,Yes,No,Two year,No,Credit card (automatic),89.7,5900.75,No
CUST02508,Female,0,No,No,48,Yes,No,DSL,No,Yes,Yes,Two year,Yes,Electronic check,54.66,2654.36,No
CUST02509,Female,0,No,Yes,53,Yes,No,Fiber optic,No,No,Yes,Two year,Yes,Electronic check,75.99,4059.87,No
CUST02510,Female,0,No,Yes,48,Yes,Yes,DSL,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),66.44,3240.03,No
CUST02511,Male,0,No,Yes,42,Yes,No,No,No internet service,No internet service,No internet service,One year,No,Mailed check,18.0,754.66,No
CUST02512,Female,0,No,No,65,Yes,No,DSL,Yes,No,Yes,Two year,No,Electronic check,61.33,3987.04,No
CUST02513,Female,0,Yes,No,50,Yes,No,DSL,Yes,No,No,One year,Yes,Credit card (automatic),49.5,2490.43,No
CUST02514,Male,0,No,No,33,Yes,No,Fiber optic,No,Yes,No,Month-to-month,Yes,Electronic check,80.32,2625.03,Yes
CUST02515,Female,0,Yes,No,63,Yes,Yes,Fiber optic,Yes,Yes,No,Two year,Yes,Electronic check,83.86,5263.61,No
CUST02516,Male,0,Yes,No,36,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),35.07,1230.58,Yes
CUST02517,Female,0,Yes,No,37,Yes,Yes,DSL,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),58.05,2164.59,No
CUST02518,Female,0,Yes,Yes,72,No,No phone service,No,No internet service,No internet service,No internet service,One year,No,Mailed check,22.6,1609.98,No
CUST02519,Male,1,Yes,No,37,Yes,Yes,Fiber optic,Yes,Yes,No,Month-to-month,No,Credit card (automatic),82.54,3074.01,No
CUST02520,Male,0,Yes,Yes,20,Yes,No,DSL,Yes,Yes,Yes,One year,Yes,Credit card (automatic),64.27,1276.16,No
CUST02521,Female,0,Yes,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,One year,No,Electronic check,23.25,1488.07,No
CUST02522,Female,1,No,Yes,50,Yes,No,Fiber optic,Yes,No,No,Two year,No,Electronic check,67.3,3361.58,No
CUST02523,Female,0,Yes,No,51,Yes,No,Fiber optic,Yes,No,No,One year,No,Mailed check,74.02,3778.83,No
CUST02524,Male,1,No,Yes,50,Yes,No,No,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.81,1280.72,No
CUST02525,Female,0,Yes,No,58,Yes,Yes,Fiber optic,Yes,No,No,Two year,Yes,Credit card (automatic),80.68,4700.23,No
CUST02526,Male,0,No,No,43,Yes,Yes,DSL,Yes,Yes,No,One year,Yes,Electronic check,59.53,2556.44,No
CUST02527,Male,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,18.46,1336.4,No
CUST02528,Female,0,No,No,32,Yes,No,DSL,No,No,No,One year,Yes,Bank transfer (automatic),56.21,1800.91,No
CUST02529,Male,0,No,No,61,Yes,Yes,Fiber optic,Yes,Yes,No,One year,Yes,Electronic check,89.04,5411.17,No
CUST02530,Female,0,Yes,No,64,Yes,No,DSL,Yes,No,No,Month-to-month,No,Bank transfer (automatic),42.05,2718.18,No
CUST02531,Female,0,No,No,43,Yes,Yes,DSL,No,No,No,Two year,Yes,Mailed check,48.28,2063.01,No
CUST02532,Female,0,No,Yes,39,Yes,No,Fiber optic,Yes,No,Yes,Two year,Yes,Electronic check,81.0,3175.17,No
CUST02533,Female,0,No,No,70,Yes,No,Fiber optic,No,Yes,No,Two year,No,Mailed check,71.39,5011.88,No
CUST02534,Female,0,No,No,40,Yes,No,Fiber optic,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),88.32,3502.82,Yes
CUST02535,Male,0,Yes,No,45,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),23.13,1037.26,No
CUST02536,Male,0,No,No,68,Yes,Yes,DSL,No,Yes,No,One year,Yes,Credit card (automatic),53.44,3645.52,No
CUST02537,Female,1,Yes,No,55,Yes,No,Fiber optic,No,No,No,Two year,Yes,Credit card (automatic),70.77,3886.56,No
CUST02538,Female,0,No,No,28,Yes,No,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Electronic check,75.3,2105.84,No
CUST02539,Male,1,Yes,No,72,Yes,No,Fiber optic,Yes,No,Yes,One year,No,Credit card (automatic),72.24,5205.62,No
CUST02540,Male,0,No,No,47,Yes,No,Fiber optic,No,Yes,No,Two year,No,Electronic check,81.21,3809.35,Yes
CUST02541,Male,0,Yes,Yes,48,Yes,Yes,Fiber optic,No,No,Yes,Two year,Yes,Credit card (automatic),88.19,4240.26,No
CUST02542,Male,0,Yes,Yes,58,Yes,Yes,Fiber optic,No,No,Yes,One year,No,Mailed check,85.84,4979.57,No
CUST02543,Female,0,No,No,64,Yes,No,Fiber optic,No,No,No,One year,No,Electronic check,71.52,4573.34,No
CUST02544,Female,0,No,No,72,Yes,No,DSL,No,No,Yes,Two year,Yes,Mailed check,52.05,3728.19,No
CUST02545,Male,0,No,No,30,Yes,No,Fiber optic,No,Yes,No,Two year,No,Mailed check,90.08,2710.51,No
CUST02546,Female,0,Yes,Yes,67,Yes,Yes,DSL,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),69.96,4639.14,No
CUST02547,Male,0,Yes,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),39.04,2581.89,No
CUST02548,Female,0,No,No,52,Yes,No,Fiber optic,No,No,No,Two year,No,Credit card (automatic),80.31,4176.42,No
CUST02549,Male,0,No,No,66,Yes,No,DSL,No,No,No,Month-to-month,No,Mailed check,47.31,3106.2,No
CUST02550,Female,0,No,No,69,Yes,Yes,DSL,No,No,Yes,Two year,No,Bank transfer (automatic),57.95,3970.76,No
CUST02551,Male,0,Yes,No,34,No,No phone service,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),83.08,2833.09,Yes
CUST02552,Male,0,No,Yes,72,Yes,No,Fiber optic,No,No,No,Two year,Yes,Electronic check,68.0,4891.06,No
CUST02553,Female,0,Yes,No,31,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,28.31,880.38,No
CUST02554,Male,0,No,No,37,Yes,No,DSL,No,Yes,No,Month-to-month,No,Credit card (automatic),53.37,1937.94,No
CUST02555,Female,0,Yes,No,51,Yes,Yes,DSL,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),62.88,3216.41,No
CUST02556,Female,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,One year,Yes,Mailed check,33.07,2399.83,No
CUST02557,Male,0,No,No,50,No,No phone service,DSL,No,No,Yes,Two year,Yes,Electronic check,49.1,2451.95,No
CUST02558,Female,0,No,Yes,54,Yes,No,Fiber optic,No,No,Yes,One year,Yes,Electronic check,64.57,3468.84,No
CUST02559,Female,0,Yes,No,72,Yes,No,DSL,No,No,No,Two year,Yes,Electronic check,44.59,3219.16,No
CUST02560,Female,1,Yes,Yes,50,Yes,Yes,Fiber optic,No,Yes,No,One year,No,Electronic check,75.26,3757.32,No
CUST02561,Female,1,Yes,Yes,37,Yes,Yes,DSL,Yes,No,Yes,One year,Yes,Mailed check,63.73,2375.28,No
CUST02562,Female,0,No,Yes,48,Yes,Yes,Fiber optic,No,Yes,Yes,One year,No,Electronic check,89.35,4289.21,No
CUST02563,Male,0,Yes,Yes,72,Yes,No,Fiber optic,No,No,Yes,Two year,Yes,Electronic check,80.23,5733.71,No
CUST02564,Female,0,Yes,Yes,56,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),31.03,1690.7,No
CUST02565,Female,0,No,No,72,Yes,Yes,DSL,No,No,No,Month-to-month,Yes,Electronic check,45.96,3294.91,No
CUST02566,Female,0,No,Yes,66,Yes,Yes,DSL,No,Yes,Yes,Two year,No,Bank transfer (automatic),62.18,4112.94,No
CUST02567,Female,0,No,No,45,Yes,No,DSL,Yes,No,No,One year,No,Electronic check,53.39,2392.7,No
